slug,display_name_en,category,muscle_group,confidence,duplicate_of_existing_slug,source_folder_en,source_filename_reference_only,unresolved_terms_debug,source_abs_path
pulley-front-grip-closed-pronated-1,Pulley front grip closed pronated 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),pulley frente pegaga fechda pronada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\pulley frente pegaga fechda pronada (1).gif
pulley-grip-wide-1,Pulley grip wide 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),pulley pegada aberta (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\pulley pegada aberta (1).gif
pulley-grip-wide-behind-of-the-neck-1,Pulley grip wide behind of the neck 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),pulley pegada aberta atras da nuca (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\pulley pegada aberta atras da nuca (1).gif
pulley-grip-wide-pronated-1,Pulley grip wide pronated 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),pulley pegada aberta pronada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\pulley pegada aberta pronada (1).gif
pulldown-machine-1,Pulldown machine 1,strength,back_traps,high,yes,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),puxada maquina (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\puxada maquina (1).gif
pulldown-machine-supinated-grip-1,Pulldown machine supinated grip 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),puxada maquina pegada supinada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\puxada maquina pegada supinada (1).gif
pulldown-bar-back-for-behind-machine-1,Pulldown bar back for behind machine 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),Puxador Costas por trás Máquina (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\Puxador Costas por trás Máquina (1).gif
row-wide-on-bench-incline-grip-supinated-1,Row wide on bench incline grip supinated 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada aberta no banco inclinada pega supinada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada aberta no banco inclinada pega supinada (1).gif
row-wide-on-bench-incline-with-dumbbells-1,Row wide on bench incline with dumbbells 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada aberta no banco inclinado com halteres (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada aberta no banco inclinado com halteres (1).gif
row-articulated-1,Row articulated 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada articulada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada articulada (1).gif
row-articulated-supinated-grip-1,Row articulated supinated grip 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada articulada pegada supinada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada articulada pegada supinada (1).gif
seated-cable-row-on-pulley-grip-wide-supinated-1,Seated cable row on pulley grip wide supinated 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada baixa no pulley pegada aberta supinada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada baixa no pulley pegada aberta supinada (1).gif
seated-cable-row-unilateral-on-cross-1,Seated cable row unilateral on cross 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada baixa unilateral no cross (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada baixa unilateral no cross (1).gif
seated-cable-row-unilateral-neutral-grip-1,Seated cable row unilateral neutral grip 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada baixa unilateral pegada neutra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada baixa unilateral pegada neutra (1).gif
row-low-on-pulley-triangle-1,Row low on pulley triangle 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada beixa no pulley triangulo (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada beixa no pulley triangulo (1).gif
row-seated-machine-grip-wide-1,Row seated machine grip wide 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada cavalinha pegada aberta (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada cavalinha pegada aberta (1).gif
row-seated-machine-unilateral-1,Row seated machine unilateral 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada cavalinho unilateral (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada cavalinho unilateral (1).gif
row-seated-machine-with-bar-1,Row seated machine with bar 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada cavalino com barra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada cavalino com barra (1).gif
row-with-bench-incline-with-dumbbells-1,Row with bench incline with dumbbells 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada com banco inclinado com haltres (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada com banco inclinado com haltres (1).gif
row-with-bar-1,Row with bar 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada com barra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada com barra (1).gif
row-incline-on-smith-machine-1,Row incline on smith machine 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada inclinada no smith (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada inclinada no smith (1).gif
row-incline-on-bench-grip-bench-press-pulldown-closed-1,Row incline on bench grip bench press pulldown closed 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada inclinda no banco pegada supinda puxada fechada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada inclinda no banco pegada supinda puxada fechada (1).gif
row-free-with-dumbbells-1,Row free with dumbbells 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada livre  com halteres (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada livre  com halteres (1).gif
row-machine-pronated-1,Row machine pronated 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada maquina pronada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada maquina pronada (1).gif
row-on-bench-incline-grip-pronated-with-bar-1,Row on bench incline grip pronated with bar 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada no banco inclinado pegada pronada com barra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada no banco inclinado pegada pronada com barra (1).gif
row-saw-1,Row saw 1,strength,back_traps,high,yes,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada serrote (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada serrote (1).gif
single-arm-row-seated-machine-bar-pulldown-closed-1,Single-arm row seated machine bar pulldown closed 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),remada unilateral cavalindo barra puxada fechada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\remada unilateral cavalindo barra puxada fechada (1).gif
row-bent-over-bar-1,Row bent-over bar 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),Remanda Curvada Barra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\Remanda Curvada Barra (1).gif
row-unilateral-with-support-bench-1,Row unilateral with support bench 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),Remanda unil com apoio banco (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\Remanda unil com apoio banco (1).gif
row-with-bar-on-wrist-1,Row with bar on wrist 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),Remo com barra no punho (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\Remo com barra no punho (1).gif
superman-1,Superman 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),superman (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\superman (1).gif
fly-machine-reversed-1,Fly machine reversed 1,strength,back_traps,high,no,Strength / Back Traps (GIFs - BONOS (1)\Costas (55)),voador invertido (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Costas (55)\voador invertido (1).gif
abduction-of-hip-standing-1,Abduction of hip standing 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Abduçao de quadril em pé (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Abduçao de quadril em pé (1).gif
adductor-on-pull-of-the-cable-cross-1,Adductor on pull of the cable cross 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),adutora na tração do cabo cross (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\adutora na tração do cabo cross (1).gif
adduction-on-pulley-1,Adduction on pulley 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Adução na polia (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Adução na polia (1).gif
lunge-free-1,Lunge free 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),afundo livre (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\afundo livre (1).gif
squat-bar-1,Squat bar 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),agachamento barra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\agachamento barra (1).gif
squat-bulgarian-1,Squat bulgarian 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),agachamento bulgaro (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\agachamento bulgaro (1).gif
squat-bulgarian-with-bar-1,Squat bulgarian with bar 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),agachamento bulgaro com barra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\agachamento bulgaro com barra (1).gif
squat-with-dumbbells-with-one-leg-1,Squat with dumbbells with one leg 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Agachamento com halteres com uma perna (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Agachamento com halteres com uma perna (1).gif
squat-free-with-bar-1,Squat free with bar 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Agachamento livre com barra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Agachamento livre com barra (1).gif
squat-free-feet-together-1,Squat free feet together 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),agachamento livre pés juntos (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\agachamento livre pés juntos (1).gif
squat-on-machine-1,Squat on machine 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),agachamento na maquina (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\agachamento na maquina (1).gif
squat-on-bench-1,Squat on bench 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),agachamento no banco (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\agachamento no banco (1).gif
squat-on-cross-1,Squat on cross 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),agachamento no cross (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\agachamento no cross (1).gif
squat-feet-apart-1,Squat feet apart 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),agachamento pés afastados (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\agachamento pés afastados (1).gif
squat-sumo-with-dumbbells-1,Squat sumo with dumbbells 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),agachamento sumo com halteres (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\agachamento sumo com halteres (1).gif
squat-sumo-with-dumbbells-3,Squat sumo with dumbbells 3,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Agachamento sumo com halteres (3).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Agachamento sumo com halteres (3).gif
squat-sumo-free-1,Squat sumo free 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),agachamento sumo livre (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\agachamento sumo livre (1).gif
squat-sumo-bodyweight-1,Squat sumo bodyweight 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Agachamento Sumo Peso Corporal (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Agachamento Sumo Peso Corporal (1).gif
squat-ground-with-dumbbells-of-the-side-1,Squat ground with dumbbells of the side 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Agachamento terra com halteres do lado (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Agachamento terra com halteres do lado (1).gif
hip-adductor-machine-1,Hip adductor machine 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),cadeira adutora (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\cadeira adutora (1).gif
leg-extension-machine-1,Leg extension machine 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),cadeira extensora (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\cadeira extensora (1).gif
chair-flex-1,Chair flex 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),cadeira flex (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\cadeira flex (1).gif
raise-pelvic-free-1,Raise pelvic free 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),elevação pelvica livre (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\elevação pelvica livre (1).gif
extension-of-hip-standing-1,Extension of hip standing 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Extensão de Quadril em pé (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Extensão de Quadril em pé (1).gif
extension-of-hip-standing-with-knees-bent-1,Extension of hip standing with knees bent 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Extensão de quadril em pé com joelhos flexionados (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Extensão de quadril em pé com joelhos flexionados (1).gif
extension-of-hip-standing-on-pulley-1,Extension of hip standing on pulley 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Extensão de quadril em pé na polia (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Extensão de quadril em pé na polia (1).gif
flex-of-knee-standing-on-cable-cross-1,Flex of knee standing on cable cross 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),flex de joelho  em pé no cabo cross (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\flex de joelho  em pé no cabo cross (1).gif
flexion-plantar-with-bodyweight-1,Flexion plantar with bodyweight 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Flexão Plantar com peso corporal (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Flexão Plantar com peso corporal (1).gif
leg-press-1,Leg press 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),leg press (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\leg press (1).gif
leg-press-feet-apart-1,Leg press feet apart 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),leg press pés afastados (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\leg press pés afastados (1).gif
raise-ground-with-dumbbells-1,Raise ground with dumbbells 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),levantamento tarra com halteres (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\levantamento tarra com halteres (1).gif
deadlift-with-bar-1,Deadlift with bar 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),levantamento terra com barra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\levantamento terra com barra (1).gif
raise-ground-with-dumbbells-front-1,Raise ground with dumbbells front 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),Levantamento terrra com halteres frente (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\Levantamento terrra com halteres frente (1).gif
table-flex-1,Table flex 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),mesa flex (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\mesa flex (1).gif
table-flex-unilateral-1,Table flex unilateral 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),mesa flex unilateral (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\mesa flex unilateral (1).gif
machine-adductor-1,Machine adductor 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),máquina adutora (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\máquina adutora (1).gif
calf-on-leg-press-1,Calf on leg press 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),panturrinha no leg press (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\panturrinha no leg press (1).gif
stride-front-with-bar-1,Stride front with bar 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),passada a frente com barra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\passada a frente com barra (1).gif
stride-front-with-dumbbells-1,Stride front with dumbbells 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),passada a frente com halteres (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\passada a frente com halteres (1).gif
stride-with-dumbbells-1,Stride with dumbbells 1,strength,legs_glutes,high,no,Strength / Legs Glutes (GIFs - BONOS (1)\Membros Inferiores (54)),passada com halteres (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\GIFs - BONOS (1)\Membros Inferiores (54)\passada com halteres (1).gif
